Drug_Name,Disease_Condition,SMILES,ChEMBL_ID,Category
Neem Azadirachtin,Anti-parasitic/Insecticidal,CC(C)[C@H]1[C@H]2C[C@H]([C@@]3(C2)CC[C@]4([C@@]3(C(=O)OC)CC[C@@]5([C@H]4CC[C@@H]6[C@@]5(C[C@@H]([C@H]6O)O[C@@H]7O[C@H](C[C@H](OC(=O)c8ccccc8)[C@H](O)C(O)=O)C(O)=O)C)C)C)OC1=O,CHEMBL3706470,Terpenoid Natural Source: Neem (Azadirachta indica) Traditional Use: Parasite and insect control Region: Africa/Asia
Neem Nimbin,Anti-inflammatory/Antimicrobial,COc1cc2c(c(c1)O)CC[C@@]1(C2)C[C@H](O)[C@@H](O)C(=C)[C@@H]1C,CHEMBL3708061,Alkaloid Natural Source: Neem Traditional Use: Anti-inflammatory Region: Africa/Asia
Neem Nimbidin,Anti-parasitic,COc1cc2c(c(c1)O)CC[C@@]1(C2)C[C@H](O)[C@@H](O)C(=C)[C@@H]1C,CHEMBL3708062,Alkaloid Natural Source: Neem Traditional Use: Parasite remedy Region: Africa/Asia
Ginger Gingerol,Anti-inflammatory,O=C(c1ccccc1)CCCCCC1=CC(=O)C(C)=CC1,CHEMBL3708063,Phenolic ketone Natural Source: Ginger Traditional Use: Inflammation reduction Region: Africa/Asia
Ginger Shogaol,Anti-cancer/Pain,O=C(c1ccccc1)C=CC(=CC(=C)C)CCCCCC,CHEMBL3708064,Unsaturated ketone Natural Source: Ginger (Dried) Traditional Use: Pain and anti-cancer Region: Africa
Turmeric Curcumin,Anti-inflammatory,COc1ccc(cc1)\C=C\C(=O)CC(=O)\C=C\c2cc(OC)c(O)cc2,CHEMBL1088,Phenolic ketone Natural Source: Turmeric Traditional Use: Potent anti-inflammatory Region: Africa/Asia
Castor Oil Alkaloid,Traditional Remedy,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3708065,Alkaloid Natural Source: Castor Bean (Ricinus communis) Traditional Use: Traditional use Region: Africa
Castor Oil Linoleic Acid,Anti-inflammatory,CC\C=C\C\C=C\CCCCCCCC(=O)O,CHEMBL3708066,Polyunsaturated fat Natural Source: Castor Traditional Use: Anti-inflammatory Region: Africa
Castor Oil Oleic Acid,Skin Health,CCCCCCCC\C=C\CCCCCCCC(=O)O,CHEMBL3708067,Monounsaturated fat Natural Source: Castor Traditional Use: Skin nourishment Region: Africa
Shea Butter Triterpene,Moisturizing/Antioxidant,CC(C)[C@H]1CCC2=CC(=O)[C@@H]3[C@]2(C)C1C[C@@H]1[C@]([C@@H]3C(O)=O)(C(=O)O)CC[C@H]1C,CHEMBL3708068,Triterpenoid Natural Source: Shea Nut Traditional Use: Skin healing Region: West Africa
Shea Butter Cinnamic Acid,Anti-inflammatory,O=C(O)\C=C\c1ccccc1,CHEMBL3708069,Phenolic acid Natural Source: Shea Traditional Use: Anti-inflammatory Region: West Africa
Hibiscus Anthocyanin,Antioxidant/Blood Pressure,O=c1c2cc(O)cc(O)c2oc3cc(O)cc(O)c13,CHEMBL3708070,Anthocyanin Natural Source: Hibiscus Traditional Use: Hypertension support Region: Africa
Hibiscus Quercetin,Antioxidant,O=c1c(O)c(-c2ccccc2)oc3cc(O)cc(O)c13,CHEMBL50,Flavonol Natural Source: Hibiscus Traditional Use: Antioxidant Region: Africa
Hibiscus Vitamin C,Immune Support,O=C(C)[C@H](O)[C@H](O)C(=O)O,CHEMBL3708071,Ascorbic acid Natural Source: Hibiscus Traditional Use: Immune enhancement Region: Africa
Moringa Glucosinolate,Anti-tumor/Detox,C[C@H]1[C@H](C(=O)O)N[C@@H](C[C@H]1N)c1ccc(cc1)C(=N)N,CHEMBL3708072,Glucosinolate Natural Source: Moringa oleifera Traditional Use: Anti-cancer and detox Region: Africa/Asia
Moringa Quercetin,Antioxidant,O=c1c(O)c(-c2ccccc2)oc3cc(O)cc(O)c13,CHEMBL50,Flavonol Natural Source: Moringa Traditional Use: Antioxidant Region: Africa
Moringa Kaempferol,Antitumor,O=c1c(O)c(-c2ccccc2)oc3cc(O)cc(O)c13,CHEMBL1903,Flavonol Natural Source: Moringa Traditional Use: Cancer prevention Region: Africa
Mango Mangiferin,Antioxidant/Anti-diabetic,O=C(O)[C@@H]1O[C@@H](c2c(O)c3c(O)cc(O[C@@H]4O[C@H](C)[C@@H](O)[C@H]([C@H]4O)O)cc3oc2=O)[C@H](O)[C@H](O)[C@H]1O,CHEMBL3708073,Xanthone glycoside Natural Source: Mango Traditional Use: Antidiabetic Region: Africa
Papaya Papain,Proteolytic/Digestive,BIOLOGIC - PROTEASE ENZYME,CHEMBL3708074,Enzyme Natural Source: Papaya Traditional Use: Digestive enzyme Region: Africa
Papaya Benzyl Isothiocyanate,Anti-cancer,c1ccc(cc1)CS(=N)=S,CHEMBL3708075,Isothiocyanate Natural Source: Papaya Traditional Use: Anti-cancer Region: Africa
Pineapple Bromelain,Anti-inflammatory,BIOLOGIC - PROTEASE ENZYME,CHEMBL3708076,Enzyme Natural Source: Pineapple Traditional Use: Inflammation reduction Region: Africa
Coconut Oil Lauric Acid,Antimicrobial,CCCCCCCCCCCCCC(=O)O,CHEMBL3708077,Saturated fatty acid Natural Source: Coconut Traditional Use: Antimicrobial Region: Africa
Coconut Oil Capric Acid,Antimicrobial,CCCCCCCC(=O)O,CHEMBL3708078,Saturated fatty acid Natural Source: Coconut Traditional Use: Antifungal Region: Africa
Cassava Cyanogenic Glycoside,Nutritional,BIOLOGIC - CYANIDE PRECURSOR (DETOXIFIED),CHEMBL3708079,Glycoside Natural Source: Cassava Traditional Use: Nutritional staple Region: Africa
Millet Phytic Acid,Nutritional,O=C(O)[C@@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O,CHEMBL3708080,Phosphorylated inositol Natural Source: Millet Traditional Use: Mineral absorption Region: Africa
Sorghum Tannin,Antioxidant,BIOLOGIC - TANNIN POLYMER,CHEMBL3708081,Polyphenol tannin Natural Source: Sorghum Traditional Use: Antioxidant Region: Africa
Yam Polysaccharide,Estrogenic/Nutritional,BIOLOGIC - POLYSACCHARIDE,CHEMBL3708082,Complex carbohydrate Natural Source: Yam Traditional Use: Women's health Region: West Africa
African Rice Phytic Acid,Nutritional,O=C(O)[C@@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O,CHEMBL3708083,Inositol phosphate Natural Source: Rice Traditional Use: Mineral support Region: Africa
African Spice Compound,Antimicrobial/Digestive,BIOLOGIC - VOLATILE MIXTURE,CHEMBL3708084,Volatile oil Natural Source: Multiple spices Traditional Use: Digestive aid Region: Africa
Sesame Lignin,Antioxidant/Cardiovascular,O=C(c1ccccc1)c1ccc(O)c(O)c1,CHEMBL3708085,Phenolic compound Natural Source: Sesame Traditional Use: Heart health Region: Africa
Pumpkin Carotenoid,Antioxidant/Vision,BIOLOGIC - CAROTENOID MIXTURE,CHEMBL3708086,Isoprenoid pigment Natural Source: Pumpkin Traditional Use: Eye health Region: Africa
Okra Mucilage,Anti-inflammatory/Digestive,BIOLOGIC - POLYSACCHARIDE,CHEMBL3708087,Mucopolysaccharide Natural Source: Okra Traditional Use: Digestive support Region: Africa
African Eggplant Alkaloid,Antioxidant,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3708088,Alkaloid Natural Source: Eggplant Traditional Use: Antioxidant Region: Africa
Bitter Leaf Alkaloid,Antimalarial/Bitter Tonic,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3708089,Alkaloid Natural Source: Bitter Leaf (Vernonia) Traditional Use: Malaria support Region: West Africa
Jatropha Alkaloid,Purgative,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3708090,Alkaloid Natural Source: Jatropha Traditional Use: Traditional remedy Region: Africa
Cassia Bark Cinnamon,Antimicrobial,O=C\C=C\c1ccccc1,CHEMBL3708091,Aldehyde aromatic Natural Source: Cinnamon Traditional Use: Antimicrobial Region: Africa/Asia
Ginger Root Gingerol,Anti-nausea,O=C(c1ccccc1)CCCCCC1=CC(=O)C(C)=CC1,CHEMBL3708092,Phenolic ketone Natural Source: Ginger Traditional Use: Anti-nausea Region: Africa
Clove Eugenol,Antimicrobial,O=C(C)Oc1ccc(O)c(C=CCCC)c1,CHEMBL3708093,Phenylpropanoid Natural Source: Clove Traditional Use: Antimicrobial pain relief Region: Africa
Cardamom Cineole,Digestive,CC1CCC2=CC(=C)CCC2C1,CHEMBL3708094,Oxide monoterpene Natural Source: Cardamom Traditional Use: Digestive spice Region: Africa
Black Pepper Piperine,Bioavailability/Anti-inflammatory,O=C(c1ccccc1)N1C=CC=CC1,CHEMBL3708095,Amide aromatic Natural Source: Black Pepper Traditional Use: Absorption enhancer Region: Africa
Thyme Thymol,Antimicrobial,CC(C)c1cc(O)c(O)c(O)c1C(C)C,CHEMBL3708096,Phenolic monoterpene Natural Source: Thyme Traditional Use: Respiratory and antimicrobial Region: Africa
Oregano Carvacrol,Antimicrobial,Cc1ccc(O)c(C(C)C)c1,CHEMBL373,Monoterpenoid phenol Natural Source: Oregano Traditional Use: Antimicrobial powerhouse Region: Africa
Rosemary Rosmarinic Acid,Memory/Anti-inflammatory,O=C(O)\C=C\c1ccc(O)c(O[C@@H]2O[C@H](C[C@H](OC(=O)\C=C\c3cc(O)c(O)cc3)[C@H](O)C(O)=O)C(O)=O)c1,CHEMBL3708097,Phenolic acid Natural Source: Rosemary Traditional Use: Memory and inflammation Region: Africa
Sage Salvianolic Acid,Cardioprotective,O=C(O)c1cc(O)c(O[C@@H]2Cc3c(O)cc(O)cc3[C@H]2c2ccc(O)c(O)c2)cc1,CHEMBL3708098,Polyphenol Natural Source: Sage Traditional Use: Cardiac protection Region: Africa
Lavender Linalool,Calming,CC(C)=CCCC(C)=CC=CC(C)(O)C,CHEMBL3708099,Monoterpenoid alcohol Natural Source: Lavender Traditional Use: Sleep support Region: Africa
Basil Eugenol,Antimicrobial,O=C(C)Oc1ccc(O)c(C=CCCC)c1,CHEMBL3708100,Phenylpropanoid Natural Source: Basil Traditional Use: Antimicrobial Region: Africa
Anise Anethole,Antispasmodic,CC(C)c1ccc(O)c(C=CCCC)c1,CHEMBL3708101,Phenylpropanoid Natural Source: Anise Traditional Use: Digestive comfort Region: Africa
Garlic Allicin,Antimicrobial/Immunomodulatory,CC[S@](=O)C[S@]CC,CHEMBL3708102,Sulfide Natural Source: Garlic Traditional Use: Universal antimicrobial Region: Africa/Asia
Onion Quercetin,Antioxidant,O=c1c(O)c(-c2ccccc2)oc3cc(O)cc(O)c13,CHEMBL50,Flavonol Natural Source: Onion Traditional Use: Antioxidant Region: Africa
Honey Glucose,Energy,CC(O)[C@H](O)[C@H](O)[C@H](O)C(=O)O,CHEMBL3708103,Sugar Natural Source: Honey Traditional Use: Energy support Region: Africa-wide
Honey Fructose,Energy/Sweet,CC(O)[C@H](O)[C@H](O)[C@H](O)C(=O)O,CHEMBL3708104,Sugar Natural Source: Honey Traditional Use: Energy Region: Africa
Raw Propolis Flavonoid,Immunomodulatory,BIOLOGIC - FLAVONOID MIXTURE,CHEMBL3708105,Flavonoid Natural Source: Propolis Traditional Use: Immune enhancement Region: Africa
Beeswax,Protective,BIOLOGIC - LONG CHAIN HYDROCARBON MIXTURE,CHEMBL3708106,Hydrocarbon Natural Source: Beeswax Traditional Use: Protective barrier Region: Africa
African Medicinal Mushroom,Immune Support,BIOLOGIC - POLYSACCHARIDE MIXTURE,CHEMBL3708107,Beta-glucan Natural Source: Medicinal mushrooms Traditional Use: Immune activation Region: Africa
Polyphenol Mix,Antioxidant/Anti-inflammatory,BIOLOGIC - POLYPHENOL MIXTURE,CHEMBL3708108,Polyphenol class Natural Source: Multiple plants Traditional Use: Broad antioxidant Region: Africa-wide
Alkaloid Mix,Neuroprotective,BIOLOGIC - ALKALOID MIXTURE,CHEMBL3708109,Alkaloid class Natural Source: Multiple plants Traditional Use: Brain protection Region: Africa
Volatile Oil,Antimicrobial,BIOLOGIC - VOLATILE MIXTURE,CHEMBL3708110,Volatile compound Natural Source: Aromatic herbs Traditional Use: Multi-purpose antimicrobial Region: Africa
Saponin,Immunomodulatory,BIOLOGIC - SAPONIN MIXTURE,CHEMBL3708111,Saponin glycoside Natural Source: Multiple plants Traditional Use: Immune enhancement Region: Africa
Tannin Complex,Astringent,BIOLOGIC - TANNIN POLYMER,CHEMBL3708112,Hydrolyzable tannin Natural Source: Bark plants Traditional Use: Deep astringent Region: Africa
Glycerol,Humectant/Energy,OCC(O)CO,CHEMBL3708113,Polyol Natural Source: Plant extracts Traditional Use: Moisture and energy Region: Africa
Chlorophyll,Detoxification,BIOLOGIC - PORPHYRIN,CHEMBL3708114,Porphyrin compound Natural Source: Green plants Traditional Use: Body detox Region: Africa
Carotenoid,Antioxidant/Vision,BIOLOGIC - CAROTENOID MIXTURE,CHEMBL3708115,Isoprenoid pigment Natural Source: Orange/Yellow plants Traditional Use: Eye and skin health Region: Africa
Anthocyanin,Antioxidant/Brain,O=c1c2cc(O)cc(O)c2oc3cc(O)cc(O)c13,CHEMBL3708116,Anthocyanin pigment Natural Source: Purple/Blue plants Traditional Use: Brain antioxidant Region: Africa
Proanthocyanidin,Antioxidant/Heart,BIOLOGIC - FLAVONOID POLYMER,CHEMBL3708117,Condensed tannin Natural Source: Seeds/Berries Traditional Use: Cardiovascular support Region: Africa
